data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
21/09/2026;PESCADOS;FILE DE TILAPIA;-;KG;40,7;41,3;41,89;1,0;21/09/2026 20:58:13
21/09/2026;PESCADOS;TILÁPIA;-;KG;11,83;12,22;12,67;1,0;21/09/2026 20:58:13
