data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
10/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,62;43,79;44,62;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
10/04/2026;PESCADOS;TILÁPIA;-;KG;12,0;12,5;13,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,13;42,91;43,69;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/04/2026;PESCADOS;TILÁPIA;-;KG;13,52;14,02;14,52;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/04/2026;PESCADOS;TRUTA;-;KG;41,58;42,08;43,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,86;42,86;43,89;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/04/2026;PESCADOS;TILÁPIA;-;KG;12,54;13,05;13,54;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,1;43,1;44,1;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/04/2026;PESCADOS;PINTADO;-;KG;27,0;27,5;28,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/04/2026;PESCADOS;TAMBAQUI;-;KG;14,5;15,0;15,5;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/04/2026;PESCADOS;TILÁPIA;-;KG;12,73;13,08;13,43;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,87;42,65;43,54;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/04/2026;PESCADOS;PANGASIUS;-;KG;9,0;9,5;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/04/2026;PESCADOS;PINTADO;-;KG;24,58;24,75;24,92;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/04/2026;PESCADOS;TAMBAQUI;-;KG;11,76;11,91;12,11;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/04/2026;PESCADOS;TILÁPIA;-;KG;13,07;13,39;13,89;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/04/2026;PESCADOS;TRUTA;-;KG;39,29;39,79;40,79;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
24/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;43,11;44,1;45,09;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
24/04/2026;PESCADOS;PINTADO;-;KG;26,0;26,5;27,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
24/04/2026;PESCADOS;TAMBAQUI;-;KG;14,0;14,5;15,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
24/04/2026;PESCADOS;TILÁPIA;-;KG;12,38;12,71;13,05;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
24/04/2026;PESCADOS;TRUTA;-;KG;40,0;41,0;42,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
27/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,82;42,5;43,21;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
27/04/2026;PESCADOS;TAMBAQUI;-;KG;11,0;11,5;12,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
27/04/2026;PESCADOS;TILÁPIA;-;KG;13,22;13,31;13,41;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
27/04/2026;PESCADOS;TRUTA;-;KG;40,0;41,0;42,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
29/04/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,73;43,69;44,66;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
29/04/2026;PESCADOS;TILÁPIA;-;KG;13,0;13,3;13,5;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
04/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;43,01;43,92;44,85;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
04/05/2026;PESCADOS;PINTADO;-;KG;27,0;28,0;29,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
04/05/2026;PESCADOS;TAMBAQUI;-;KG;13,68;14,18;15,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
04/05/2026;PESCADOS;TILÁPIA;-;KG;13,0;13,2;13,38;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
04/05/2026;PESCADOS;TRUTA;-;KG;41,0;42,0;43,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,36;43,23;44,1;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/05/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/05/2026;PESCADOS;PINTADO;-;KG;25,5;26,0;26,5;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/05/2026;PESCADOS;TAMBAQUI;-;KG;13,35;13,76;14,17;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/05/2026;PESCADOS;TILÁPIA;-;KG;11,99;12,5;12,99;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/05/2026;PESCADOS;TRUTA;-;KG;40,0;40,5;41,2;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,87;42,59;43,35;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/05/2026;PESCADOS;PANGASIUS;-;KG;11,0;11,5;12,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/05/2026;PESCADOS;TAMBAQUI;-;KG;14,15;14,55;15,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/05/2026;PESCADOS;TILÁPIA;-;KG;12,57;12,84;13,07;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/05/2026;PESCADOS;TRUTA;-;KG;39,8;40,7;41,6;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
11/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,83;42,4;43,01;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
11/05/2026;PESCADOS;PANGASIUS;-;KG;9,0;9,5;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
11/05/2026;PESCADOS;TAMBAQUI;-;KG;12,36;12,77;13,17;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
11/05/2026;PESCADOS;TILÁPIA;-;KG;12,94;13,04;13,14;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
11/05/2026;PESCADOS;TRUTA;-;KG;39,83;40,33;40,83;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,4;43,19;44,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/05/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/05/2026;PESCADOS;TAMBAQUI;-;KG;12,96;13,24;13,73;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/05/2026;PESCADOS;TILÁPIA;-;KG;12,72;12,82;12,92;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/05/2026;PESCADOS;TRUTA;-;KG;39,71;40,21;40,7;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,2;43,05;43,9;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/05/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/05/2026;PESCADOS;PINTADO;-;KG;25,62;26,51;27,42;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/05/2026;PESCADOS;TAMBAQUI;-;KG;13,79;14,17;14,55;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/05/2026;PESCADOS;TILÁPIA;-;KG;12,82;12,98;13,19;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/05/2026;PESCADOS;TRUTA;-;KG;39,6;40,4;41,2;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
18/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,94;42,65;43,36;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
18/05/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
18/05/2026;PESCADOS;PINTADO;-;KG;24,33;24,98;25,65;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
18/05/2026;PESCADOS;TAMBAQUI;-;KG;13,03;13,71;14,41;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
18/05/2026;PESCADOS;TILÁPIA;-;KG;12,83;13,01;13,17;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
18/05/2026;PESCADOS;TRUTA;-;KG;39,67;40,16;40,67;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
20/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,15;42,91;43,72;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
20/05/2026;PESCADOS;TILÁPIA;-;KG;13,08;13,26;13,39;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
20/05/2026;PESCADOS;TRUTA;-;KG;39,96;40,46;41,16;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,35;43,13;43,92;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/05/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/05/2026;PESCADOS;TILÁPIA;-;KG;12,24;12,69;13,12;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/05/2026;PESCADOS;TRUTA;-;KG;40,41;40,91;41,41;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
25/05/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,03;42,76;43,49;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
25/05/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
25/05/2026;PESCADOS;TILÁPIA;-;KG;12,81;12,98;13,13;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
25/05/2026;PESCADOS;TRUTA;-;KG;39,76;40,25;40,75;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,72;43,67;44,6;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/06/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/06/2026;PESCADOS;PINTADO;-;KG;26,7;27,2;28,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/06/2026;PESCADOS;TAMBAQUI;-;KG;13,3;13,68;14,29;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/06/2026;PESCADOS;TILÁPIA;-;KG;12,87;12,98;13,09;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/06/2026;PESCADOS;TRUTA;-;KG;39,0;39,5;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
10/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,32;43,22;44,17;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
10/06/2026;PESCADOS;TILÁPIA;-;KG;12,29;12,66;13,03;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
10/06/2026;PESCADOS;TRUTA;-;KG;38,31;39,01;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
12/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,42;43,32;44,33;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
12/06/2026;PESCADOS;TILÁPIA;-;KG;12,24;12,62;13,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
12/06/2026;PESCADOS;TRUTA;-;KG;38,2;39,0;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,93;43,91;44,86;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/06/2026;PESCADOS;PINTADO;-;KG;27,0;27,5;28,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/06/2026;PESCADOS;TAMBAQUI;-;KG;12,88;12,99;13,11;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/06/2026;PESCADOS;TILÁPIA;-;KG;12,7;12,93;13,14;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/06/2026;PESCADOS;TRUTA;-;KG;38,2;39,0;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;43,93;44,93;45,93;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/06/2026;PESCADOS;TILÁPIA;-;KG;12,87;13,02;13,14;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/06/2026;PESCADOS;TRUTA;-;KG;38,34;39,0;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,6;43,47;44,32;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/06/2026;PESCADOS;PINTADO;-;KG;26,0;27,0;28,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/06/2026;PESCADOS;TAMBAQUI;-;KG;12,99;13,2;13,54;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/06/2026;PESCADOS;TILÁPIA;-;KG;12,87;13,02;13,15;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
22/06/2026;PESCADOS;TRUTA;-;KG;38,0;39,0;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
24/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,91;43,97;45,04;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
24/06/2026;PESCADOS;TILÁPIA;-;KG;12,94;13,23;13,49;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
26/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,45;42,56;43,82;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
26/06/2026;PESCADOS;PINTADO;-;KG;26,83;27,67;28,66;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
26/06/2026;PESCADOS;TAMBAQUI;-;KG;13,86;14,57;15,44;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
26/06/2026;PESCADOS;TILÁPIA;-;KG;12,69;12,8;12,92;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
26/06/2026;PESCADOS;TRUTA;-;KG;37,0;38,0;39,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
29/06/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,28;41,78;42,29;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
29/06/2026;PESCADOS;PINTADO;-;KG;26,67;27,5;28,33;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
29/06/2026;PESCADOS;TAMBAQUI;-;KG;14,0;14,5;15,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
29/06/2026;PESCADOS;TILÁPIA;-;KG;12,17;12,36;12,57;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
29/06/2026;PESCADOS;TRUTA;-;KG;37,8;37,9;38,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
01/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,43;42,76;44,14;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
01/07/2026;PESCADOS;TILÁPIA;-;KG;12,19;12,56;12,9;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
01/07/2026;PESCADOS;TRUTA;-;KG;38,2;38,44;38,66;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
03/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;40,83;42,04;43,29;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
03/07/2026;PESCADOS;PINTADO;-;KG;24,0;24,5;25,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
03/07/2026;PESCADOS;TAMBAQUI;-;KG;13,48;13,94;14,4;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
03/07/2026;PESCADOS;TILÁPIA;-;KG;12,87;13,0;13,11;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
03/07/2026;PESCADOS;TRUTA;-;KG;39,0;39,83;40,67;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,62;43,53;44,44;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/07/2026;PESCADOS;TAMBAQUI;-;KG;14,0;14,5;15,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/07/2026;PESCADOS;TILÁPIA;-;KG;12,26;12,55;12,75;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
06/07/2026;PESCADOS;TRUTA;-;KG;40,0;41,0;42,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,11;42,58;43,16;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/07/2026;PESCADOS;TILÁPIA;-;KG;12,62;12,76;12,87;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
08/07/2026;PESCADOS;TRUTA;-;KG;36,07;37,72;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,93;42,56;43,19;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/07/2026;PESCADOS;TILÁPIA;-;KG;12,61;12,72;12,83;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
13/07/2026;PESCADOS;TRUTA;-;KG;37,93;38,61;39,28;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;39,23;41,41;42,93;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/07/2026;PESCADOS;TILÁPIA;-;KG;11,0;12,0;12,53;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
15/07/2026;PESCADOS;TRUTA;-;KG;30,0;35,0;40,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,42;42,59;43,17;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/07/2026;PESCADOS;PANGASIUS;-;KG;8,0;9,0;10,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/07/2026;PESCADOS;PINTADO;-;KG;24,0;25,0;26,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/07/2026;PESCADOS;TAMBAQUI;-;KG;11,0;12,0;13,0;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
17/07/2026;PESCADOS;TILÁPIA;-;KG;11,26;11,95;12,32;1,0;importado de Preços Pescado CEAGESP.xlsx (PESCADO) em 04/08/2026 23:50:46
20/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,03;42,75;43,47;1,0;04/08/2026 23:11:23
20/07/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;04/08/2026 23:11:23
20/07/2026;PESCADOS;PINTADO;-;KG;24,0;24,5;25,0;1,0;04/08/2026 23:11:23
20/07/2026;PESCADOS;TAMBAQUI;-;KG;13,0;13,5;14,0;1,0;04/08/2026 23:11:23
20/07/2026;PESCADOS;TILÁPIA;-;KG;12,22;12,39;12,54;1,0;04/08/2026 23:11:23
20/07/2026;PESCADOS;TRUTA;-;KG;38,0;39,0;40,0;1,0;04/08/2026 23:11:23
22/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,48;43,04;43,6;1,0;04/08/2026 23:11:26
22/07/2026;PESCADOS;TILÁPIA;-;KG;12,8;12,9;13,0;1,0;04/08/2026 23:11:26
24/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,56;42,01;42,51;1,0;04/08/2026 23:11:29
24/07/2026;PESCADOS;PANGASIUS;-;KG;9,0;9,5;10,0;1,0;04/08/2026 23:11:29
24/07/2026;PESCADOS;PINTADO;-;KG;24,0;24,5;25,0;1,0;04/08/2026 23:11:29
24/07/2026;PESCADOS;TAMBAQUI;-;KG;12,82;12,94;13,05;1,0;04/08/2026 23:11:29
24/07/2026;PESCADOS;TILÁPIA;-;KG;12,65;12,74;12,86;1,0;04/08/2026 23:11:29
24/07/2026;PESCADOS;TRUTA;-;KG;36,4;37,95;39,0;1,0;04/08/2026 23:11:29
27/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,75;42,0;42,26;1,0;04/08/2026 23:11:32
27/07/2026;PESCADOS;PANGASIUS;-;KG;9,0;9,5;10,0;1,0;04/08/2026 23:11:32
27/07/2026;PESCADOS;PINTADO;-;KG;23,0;24,0;25,0;1,0;04/08/2026 23:11:32
27/07/2026;PESCADOS;TAMBAQUI;-;KG;12,71;12,81;12,91;1,0;04/08/2026 23:11:32
27/07/2026;PESCADOS;TILÁPIA;-;KG;12,07;12,16;12,26;1,0;04/08/2026 23:11:32
27/07/2026;PESCADOS;TRUTA;-;KG;36,3;36,4;36,5;1,0;04/08/2026 23:11:32
29/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,34;43,23;44,13;1,0;04/08/2026 23:11:35
29/07/2026;PESCADOS;PANGASIUS;-;KG;8,0;9,0;10,0;1,0;04/08/2026 23:11:35
29/07/2026;PESCADOS;TILÁPIA;-;KG;11,04;11,7;12,06;1,0;04/08/2026 23:11:35
31/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,49;42,85;43,27;1,0;04/08/2026 23:11:38
31/07/2026;PESCADOS;PANGASIUS;-;KG;8,8;8,9;9,0;1,0;04/08/2026 23:11:38
31/07/2026;PESCADOS;PINTADO;-;KG;25,0;25,75;26,5;1,0;04/08/2026 23:11:38
31/07/2026;PESCADOS;TAMBAQUI;-;KG;12,8;12,9;13,0;1,0;04/08/2026 23:11:38
31/07/2026;PESCADOS;TILÁPIA;-;KG;12,31;12,52;12,78;1,0;04/08/2026 23:11:38
31/07/2026;PESCADOS;TRUTA;-;KG;37,5;38,25;39,0;1,0;04/08/2026 23:11:38
03/08/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,52;43,41;44,34;1,0;04/08/2026 23:40:10
03/08/2026;PESCADOS;PANGASIUS;-;KG;9,8;9,9;10,0;1,0;04/08/2026 23:40:10
03/08/2026;PESCADOS;PINTADO;-;KG;25,5;26,0;26,5;1,0;04/08/2026 23:40:10
