data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
31/08/2026;PESCADOS;FILE DE TILAPIA;-;KG;40,97;41,94;42,89;1,0;31/08/2026 21:29:41
31/08/2026;PESCADOS;TILÁPIA;-;KG;11,99;12,4;12,78;1,0;31/08/2026 21:29:41
31/08/2026;PESCADOS;TRUTA;-;KG;37,8;38,7;39,6;1,0;31/08/2026 21:29:41
