data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
26/08/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,08;41,62;42,16;1,0;27/08/2026 16:10:39
26/08/2026;PESCADOS;TILÁPIA;-;KG;12,25;12,42;12,57;1,0;27/08/2026 16:10:39
26/08/2026;PESCADOS;TRUTA;-;KG;38,0;39,0;40,0;1,0;27/08/2026 16:10:39
