data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
23/09/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,95;42,48;43,04;1,0;23/09/2026 18:20:17
23/09/2026;PESCADOS;TILÁPIA;-;KG;12,02;12,32;12,54;1,0;23/09/2026 18:20:17
