data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
09/09/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,93;42,45;42,99;1,0;09/09/2026 17:46:00
09/09/2026;PESCADOS;PINTADO;-;KG;26,5;27,5;28,5;1,0;09/09/2026 17:46:00
09/09/2026;PESCADOS;TAMBAQUI;-;KG;12,94;13,9;14,87;1,0;09/09/2026 17:46:00
09/09/2026;PESCADOS;TILÁPIA;-;KG;11,98;12,48;12,99;1,0;09/09/2026 17:46:00
09/09/2026;PESCADOS;TRUTA;-;KG;27,3;27,79;28,29;1,0;09/09/2026 17:46:00
