data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
02/09/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,86;43,8;44,74;1,0;02/09/2026 17:51:13
02/09/2026;PESCADOS;TILÁPIA;-;KG;12,04;12,55;13,02;1,0;02/09/2026 17:51:13
