data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
21/08/2026;PESCADOS;FILE DE TILAPIA;-;KG;41,64;42,12;42,54;1,0;22/08/2026 09:23:58
21/08/2026;PESCADOS;PINTADO;-;KG;25,34;26,0;26,66;1,0;22/08/2026 09:23:58
21/08/2026;PESCADOS;TAMBAQUI;-;KG;13,0;14,0;15,0;1,0;22/08/2026 09:23:58
21/08/2026;PESCADOS;TILÁPIA;-;KG;11,57;11,98;12,42;1,0;22/08/2026 09:23:58
21/08/2026;PESCADOS;TRUTA;-;KG;37,5;38,25;39,0;1,0;22/08/2026 09:23:58
