data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
22/07/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,48;43,04;43,6;1,0;04/08/2026 16:15:37
22/07/2026;PESCADOS;TILÁPIA;-;KG;12,8;12,9;13,0;1,0;04/08/2026 16:15:37
