data;categoria;produto;classificacao;unidade_peso;menor;comum;maior;quilo;coletado_em
18/09/2026;PESCADOS;FILE DE TILAPIA;-;KG;42,7;43,6;44,51;1,0;18/09/2026 17:41:53
18/09/2026;PESCADOS;PINTADO;-;KG;4,8;4,9;5,0;1,0;18/09/2026 17:41:53
18/09/2026;PESCADOS;TAMBAQUI;-;KG;11,78;12,07;12,48;1,0;18/09/2026 17:41:53
18/09/2026;PESCADOS;TILÁPIA;-;KG;12,15;12,29;12,43;1,0;18/09/2026 17:41:53
18/09/2026;PESCADOS;TRUTA;-;KG;37,0;37,5;38,0;1,0;18/09/2026 17:41:53
